second,Volt,Volt
+360.00E-06,-105.49749E-03,+694.33168E-03
+370.00E-06,-4.99498E-03,+694.33168E-03
+380.00E-06,-77.35679E-03,+477.64826E-03
+390.00E-06,-41.17588E-03,+398.85429E-03
+400.00E-06,-4.99498E-03,+201.86935E-03
+410.00E-06,-9.01508E-03,+123.07538E-03
+420.00E-06,-65.29648E-03,-172.40202E-03
+430.00E-06,-73.33669E-03,-329.98996E-03
+440.00E-06,+15.10553E-03,-408.78394E-03
+450.00E-06,-29.11558E-03,-566.37188E-03
+460.00E-06,-49.21608E-03,-743.65832E-03
+470.00E-06,+47.26633E-03,-743.65832E-03
+480.00E-06,+15.10553E-03,-842.15079E-03
+490.00E-06,+31.18593E-03,-881.54777E-03
+500.00E-06,+3.04522E-03,-980.04024E-03
+510.00E-06,+63.34673E-03,-842.15079E-03
+520.00E-06,+67.36683E-03,-822.45229E-03
+530.00E-06,+59.32663E-03,-763.35681E-03
+540.00E-06,+103.54774E-03,-546.67339E-03
+550.00E-06,+51.28643E-03,-467.87941E-03
+560.00E-06,+63.34673E-03,-270.89448E-03
+570.00E-06,+63.34673E-03,-113.30654E-03
+580.00E-06,-974.88E-06,-93.60804E-03
+590.00E-06,+71.38693E-03,+201.86935E-03
+600.00E-06,+11.08542E-03,+359.45730E-03
+610.00E-06,+7.06532E-03,+438.25127E-03
+620.00E-06,+43.24623E-03,+694.33168E-03
+630.00E-06,+31.18593E-03,+792.82415E-03
+640.00E-06,+55.30653E-03,+891.31661E-03
+650.00E-06,-61.27638E-03,+812.52264E-03
+660.00E-06,-53.23618E-03,+812.52264E-03
+670.00E-06,-53.23618E-03,+891.31662E-03
+680.00E-06,-29.11558E-03,+891.31661E-03
+690.00E-06,-41.17588E-03,+714.03018E-03
+700.00E-06,-65.29648E-03,+694.33168E-03
+710.00E-06,-25.09548E-03,+556.44223E-03
+720.00E-06,-974.88E-06,+438.25127E-03
+730.00E-06,-69.31658E-03,+201.86935E-03
+740.00E-06,-93.43719E-03,+4.88442E-03
+750.00E-06,-41.17588E-03,-34.51256E-03
+760.00E-06,-85.39699E-03,-270.89448E-03
+770.00E-06,+19.12563E-03,-329.98996E-03
+780.00E-06,-41.17588E-03,-566.37188E-03
+790.00E-06,-69.31658E-03,-783.05531E-03
+800.00E-06,-21.07538E-03,-802.75380E-03
+810.00E-06,-45.19598E-03,-861.84928E-03
+820.00E-06,+7.06532E-03,-861.84928E-03
+830.00E-06,+11.08542E-03,-940.64325E-03
+840.00E-06,+11.08542E-03,-881.54777E-03
+850.00E-06,+67.36683E-03,-783.05531E-03
+860.00E-06,+55.30653E-03,-783.05531E-03
+870.00E-06,-974.88E-06,-664.86435E-03
+880.00E-06,+55.30653E-03,-467.87941E-03
+890.00E-06,+67.36683E-03,-329.98996E-03
+900.00E-06,+19.12563E-03,-251.19599E-03
+910.00E-06,+19.12563E-03,-152.70352E-03
+920.00E-06,+67.36683E-03,+123.07538E-03
+930.00E-06,+31.18593E-03,+320.06031E-03
+940.00E-06,-9.01508E-03,+359.45730E-03
+950.00E-06,+27.16583E-03,+635.23620E-03
+960.00E-06,-9.01508E-03,+714.03018E-03
+970.00E-06,-53.23618E-03,+714.03018E-03
+980.00E-06,-41.17588E-03,+851.91963E-03
+990.00E-06,-85.39699E-03,+792.82415E-03
+1.00000E-03,-4.99498E-03,+911.01511E-03
+1.01000E-03,+7.06532E-03,+950.41209E-03
+1.02000E-03,+7.06532E-03,+851.91963E-03
+1.03000E-03,-61.27638E-03,+753.42716E-03
+1.04000E-03,-13.03518E-03,+635.23620E-03
+1.05000E-03,-21.07538E-03,+497.34675E-03
+1.06000E-03,-29.11558E-03,+359.45730E-03
+1.07000E-03,-101.47739E-03,+63.97990E-03
+1.08000E-03,-65.29648E-03,-14.81407E-03
+1.09000E-03,-45.19598E-03,-231.49750E-03
+1.10000E-03,-25.09548E-03,-329.98996E-03
+1.11000E-03,-65.29648E-03,-605.76887E-03
+1.12000E-03,+35.20603E-03,-605.76887E-03
+1.13000E-03,-21.07538E-03,-783.05531E-03
+1.14000E-03,+3.04522E-03,-802.75380E-03
+1.15000E-03,+39.22613E-03,-842.15079E-03
+1.16000E-03,+51.28643E-03,-901.24626E-03
+1.17000E-03,+43.24623E-03,-842.15079E-03
+1.18000E-03,-13.03518E-03,-940.64325E-03
+1.19000E-03,+31.18593E-03,-842.15078E-03
+1.20000E-03,+3.04522E-03,-783.05531E-03
+1.21000E-03,+63.34673E-03,-625.46736E-03
+1.22000E-03,+7.06532E-03,-526.97489E-03
+1.23000E-03,+3.04522E-03,-329.98996E-03
+1.24000E-03,+19.12563E-03,-172.40202E-03
+1.25000E-03,+7.06532E-03,+4.88442E-03
+1.26000E-03,+47.26633E-03,+260.96483E-03
+1.27000E-03,-13.03518E-03,+398.85429E-03
+1.28000E-03,-13.03518E-03,+517.04524E-03
+1.29000E-03,+19.12563E-03,+654.93470E-03
+1.30000E-03,-37.15578E-03,+773.12566E-03
+1.31000E-03,-85.39699E-03,+753.42716E-03
+1.32000E-03,-69.31658E-03,+812.52264E-03
+1.33000E-03,-9.01508E-03,+891.31662E-03
+1.34000E-03,-65.29648E-03,+891.31662E-03
+1.35000E-03,-37.15578E-03,+773.12566E-03
+1.36000E-03,-25.09548E-03,+812.52264E-03
+1.37000E-03,-77.35679E-03,+595.83922E-03
+1.38000E-03,-57.25628E-03,+457.94977E-03
+1.39000E-03,-21.07538E-03,+438.25127E-03
+1.40000E-03,-33.13568E-03,+241.26634E-03
+1.41000E-03,-97.45729E-03,-54.21106E-03
+1.42000E-03,-65.29648E-03,-133.00503E-03
+1.43000E-03,-65.29648E-03,-349.68846E-03
+1.44000E-03,-29.11558E-03,-408.78394E-03
+1.45000E-03,-21.07538E-03,-664.86435E-03
+1.46000E-03,+11.08542E-03,-664.86435E-03
+1.47000E-03,-13.03518E-03,-802.75380E-03
+1.48000E-03,-13.03518E-03,-920.94476E-03
+1.49000E-03,+59.32663E-03,-901.24626E-03
+1.50000E-03,+55.30653E-03,-881.54777E-03
+1.51000E-03,+23.14573E-03,-842.15079E-03
+1.52000E-03,+99.52763E-03,-763.35681E-03
+1.53000E-03,+83.44723E-03,-684.56284E-03
+1.54000E-03,+27.16583E-03,-586.07037E-03
+1.55000E-03,+43.24623E-03,-566.37188E-03
+1.56000E-03,+23.14573E-03,-369.38695E-03
+1.57000E-03,+23.14573E-03,-192.10051E-03
+1.58000E-03,-974.88E-06,-34.51256E-03
+1.59000E-03,-4.99498E-03,+63.97990E-03
+1.60000E-03,+19.12563E-03,+339.75881E-03
+1.61000E-03,+11.08542E-03,+477.64826E-03
+1.62000E-03,-45.19598E-03,+556.44223E-03
+1.63000E-03,-45.19598E-03,+674.63319E-03
+1.64000E-03,+23.14573E-03,+812.52264E-03
+1.65000E-03,+3.04522E-03,+832.22114E-03
+1.66000E-03,+35.20603E-03,+989.80908E-03
+1.67000E-03,-25.09548E-03,+851.91963E-03
+1.68000E-03,-45.19598E-03,+851.91963E-03
+1.69000E-03,-974.88E-06,+832.22114E-03
+1.70000E-03,-13.03518E-03,+714.03018E-03
+1.71000E-03,-45.19598E-03,+576.14072E-03
+1.72000E-03,-25.09548E-03,+438.25127E-03
+1.73000E-03,-21.07538E-03,+221.56785E-03
+1.74000E-03,-45.19598E-03,+83.67839E-03
+1.75000E-03,-57.25628E-03,-54.21106E-03
+1.76000E-03,-53.23618E-03,-310.29147E-03
+1.77000E-03,+11.08542E-03,-369.38695E-03
+1.78000E-03,-45.19598E-03,-625.46736E-03
+1.79000E-03,-25.09548E-03,-645.16585E-03
+1.80000E-03,-33.13568E-03,-822.45229E-03
+1.81000E-03,-9.01508E-03,-842.15079E-03
+1.82000E-03,-9.01508E-03,-901.24626E-03
+1.83000E-03,+11.08542E-03,-920.94476E-03
+1.84000E-03,+75.40703E-03,-842.15079E-03
+1.85000E-03,+63.34673E-03,-783.05531E-03
+1.86000E-03,+67.36683E-03,-684.56284E-03
+1.87000E-03,+63.34673E-03,-586.07037E-03
+1.88000E-03,+19.12563E-03,-605.76887E-03
+1.89000E-03,+23.14573E-03,-448.18092E-03
+1.90000E-03,+35.20603E-03,-231.49750E-03
+1.91000E-03,+55.30653E-03,-14.81407E-03
+1.92000E-03,-4.99498E-03,+63.97990E-03
+1.93000E-03,+3.04522E-03,+201.86935E-03
+1.94000E-03,+23.14573E-03,+379.15579E-03
+1.95000E-03,-4.99498E-03,+615.53771E-03
+1.96000E-03,+47.26633E-03,+733.72867E-03
+1.97000E-03,-25.09548E-03,+832.22114E-03
+1.98000E-03,-21.07538E-03,+773.12566E-03
+1.99000E-03,-41.17588E-03,+911.01511E-03
+2.00000E-03,-65.29648E-03,+792.82415E-03
+2.01000E-03,+7.06532E-03,+871.61812E-03
+2.02000E-03,-21.07538E-03,+871.61812E-03
+2.03000E-03,-57.25628E-03,+753.42716E-03
+2.04000E-03,-53.23618E-03,+654.93470E-03
+2.05000E-03,-49.21608E-03,+418.55278E-03
+2.06000E-03,-4.99498E-03,+339.75881E-03
+2.07000E-03,-33.13568E-03,+201.86935E-03
+2.08000E-03,+7.06532E-03,-14.81407E-03
+2.09000E-03,-41.17588E-03,-231.49750E-03
+2.10000E-03,-4.99498E-03,-329.98996E-03
+2.11000E-03,-974.88E-06,-448.18092E-03
+2.12000E-03,+11.08542E-03,-664.86435E-03
+2.13000E-03,-61.27638E-03,-881.54777E-03
+2.14000E-03,-41.17588E-03,-920.94476E-03
+2.15000E-03,-33.13568E-03,-901.24626E-03
+2.16000E-03,+27.16583E-03,-920.94476E-03
+2.17000E-03,+71.38693E-03,-861.84928E-03
+2.18000E-03,+35.20603E-03,-920.94476E-03
+2.19000E-03,+35.20603E-03,-783.05531E-03
+2.20000E-03,+71.38693E-03,-684.56284E-03
+2.21000E-03,+3.04522E-03,-664.86435E-03
+2.22000E-03,+35.20603E-03,-408.78394E-03
+2.23000E-03,+47.26633E-03,-251.19599E-03
+2.24000E-03,+43.24623E-03,-73.90955E-03
+2.25000E-03,-974.88E-06,+4.88442E-03
+2.26000E-03,-9.01508E-03,+162.47237E-03
+2.27000E-03,+51.28643E-03,+457.94976E-03
+2.28000E-03,-974.88E-06,+497.34675E-03
+2.29000E-03,-33.13568E-03,+595.83922E-03
+2.30000E-03,+7.06532E-03,+714.03018E-03
+2.31000E-03,-974.88E-06,+851.91963E-03
+2.32000E-03,-4.99498E-03,+911.01511E-03
+2.33000E-03,-41.17588E-03,+871.61812E-03
+2.34000E-03,-37.15578E-03,+911.01511E-03
+2.35000E-03,-29.11558E-03,+871.61812E-03
+2.36000E-03,-21.07538E-03,+792.82415E-03
+2.37000E-03,-77.35679E-03,+556.44223E-03
+2.38000E-03,-29.11558E-03,+536.74374E-03
+2.39000E-03,-53.23618E-03,+320.06031E-03
+2.40000E-03,-69.31658E-03,+123.07538E-03
+2.41000E-03,+19.12563E-03,+103.37689E-03
+2.42000E-03,-974.88E-06,-133.00503E-03
+2.43000E-03,-97.45729E-03,-408.78393E-03
+2.44000E-03,-4.99498E-03,-428.48243E-03
+2.45000E-03,-17.05528E-03,-625.46736E-03
+2.46000E-03,+15.10553E-03,-763.35681E-03
+2.47000E-03,-57.25628E-03,-881.54777E-03
+2.48000E-03,-29.11558E-03,-901.24626E-03
+2.49000E-03,-33.13568E-03,-980.04024E-03
+2.50000E-03,+63.34673E-03,-901.24626E-03
+2.51000E-03,+35.20603E-03,-842.15079E-03
+2.52000E-03,+23.14573E-03,-881.54777E-03
+2.53000E-03,+67.36683E-03,-664.86435E-03
+2.54000E-03,+71.38693E-03,-625.46736E-03
+2.55000E-03,+31.18593E-03,-507.27640E-03
+2.56000E-03,+83.44723E-03,-329.98996E-03
+2.57000E-03,+71.38693E-03,-113.30654E-03
+2.58000E-03,+3.04522E-03,-73.90955E-03
+2.59000E-03,+63.34673E-03,+260.96483E-03
+2.60000E-03,+31.18593E-03,+280.66333E-03
+2.61000E-03,+11.08542E-03,+477.64826E-03
+2.62000E-03,+27.16583E-03,+654.93470E-03
+2.63000E-03,-21.07538E-03,+635.23620E-03
+2.64000E-03,+15.10553E-03,+891.31661E-03
+2.65000E-03,-17.05528E-03,+911.01511E-03
+2.66000E-03,+11.08542E-03,+911.01511E-03
+2.67000E-03,-89.41709E-03,+792.82415E-03
+2.68000E-03,-41.17588E-03,+792.82415E-03
+2.69000E-03,-21.07538E-03,+832.22114E-03
+2.70000E-03,-9.01508E-03,+714.03018E-03
+2.71000E-03,-4.99498E-03,+595.83922E-03
+2.72000E-03,-41.17588E-03,+398.85429E-03
+2.73000E-03,-85.39699E-03,+162.47237E-03
+2.74000E-03,-77.35679E-03,+4.88442E-03
+2.75000E-03,-77.35679E-03,-172.40202E-03
+2.76000E-03,-4.99498E-03,-231.49750E-03
+2.77000E-03,-21.07538E-03,-389.08544E-03
+2.78000E-03,-69.31658E-03,-625.46736E-03
+2.79000E-03,-37.15578E-03,-664.86435E-03
+2.80000E-03,+19.12563E-03,-743.65832E-03
+2.81000E-03,-49.21608E-03,-881.54777E-03
+2.82000E-03,+3.04522E-03,-940.64325E-03
+2.83000E-03,+27.16583E-03,-861.84928E-03
+2.84000E-03,+51.28643E-03,-842.15079E-03
+2.85000E-03,+47.26633E-03,-881.54777E-03
+2.86000E-03,+59.32663E-03,-704.26133E-03
+2.87000E-03,+19.12563E-03,-723.95983E-03
+2.88000E-03,-9.01508E-03,-605.76887E-03
+2.89000E-03,+55.30653E-03,-329.98996E-03
+2.90000E-03,+91.48743E-03,-152.70352E-03
+2.91000E-03,+43.24623E-03,-14.81407E-03
+2.92000E-03,+99.52763E-03,+182.17086E-03
+2.93000E-03,+27.16583E-03,+280.66333E-03
+2.94000E-03,-33.13568E-03,+398.85429E-03
+2.95000E-03,+27.16583E-03,+615.53771E-03
+2.96000E-03,-33.13568E-03,+694.33168E-03
+2.97000E-03,-25.09548E-03,+773.12566E-03
+2.98000E-03,-9.01508E-03,+911.01511E-03
+2.99000E-03,-9.01508E-03,+950.41209E-03
+3.00000E-03,-69.31658E-03,+812.52264E-03
+3.01000E-03,-77.35679E-03,+812.52264E-03
+3.02000E-03,+3.04522E-03,+891.31661E-03
+3.03000E-03,-93.43719E-03,+694.33168E-03
+3.04000E-03,-85.39699E-03,+595.83922E-03
+3.05000E-03,-85.39699E-03,+438.25127E-03
+3.06000E-03,-45.19598E-03,+359.45730E-03
+3.07000E-03,-65.29648E-03,+83.67839E-03
+3.08000E-03,-65.29648E-03,-73.90955E-03
+3.09000E-03,-37.15578E-03,-152.70352E-03
+3.10000E-03,+3.04522E-03,-290.59298E-03
+3.11000E-03,-61.27638E-03,-586.07037E-03
+3.12000E-03,-41.17588E-03,-704.26133E-03
+3.13000E-03,-37.15578E-03,-802.75380E-03
+3.14000E-03,+43.24623E-03,-822.45229E-03
+3.15000E-03,-49.21608E-03,-940.64325E-03
+3.16000E-03,+43.24623E-03,-861.84928E-03
+3.17000E-03,+11.08542E-03,-920.94476E-03
+3.18000E-03,+19.12563E-03,-920.94476E-03
+3.19000E-03,+27.16583E-03,-783.05531E-03
+3.20000E-03,-9.01508E-03,-783.05531E-03
+3.21000E-03,+15.10553E-03,-664.86435E-03
+3.22000E-03,+15.10553E-03,-467.87941E-03
+3.23000E-03,+11.08542E-03,-329.98996E-03
+3.24000E-03,+43.24623E-03,-172.40202E-03
+3.25000E-03,+31.18593E-03,+24.58291E-03
+3.26000E-03,+51.28643E-03,+201.86935E-03
+3.27000E-03,+71.38693E-03,+438.25127E-03
+3.28000E-03,-21.07538E-03,+457.94977E-03
+3.29000E-03,+23.14573E-03,+714.03018E-03
+3.30000E-03,-974.88E-06,+733.72867E-03
+3.31000E-03,-45.19598E-03,+753.42716E-03
+3.32000E-03,-9.01508E-03,+871.61812E-03
+3.33000E-03,-29.11558E-03,+930.71360E-03
+3.34000E-03,-974.88E-06,+950.41209E-03
+3.35000E-03,-69.31658E-03,+812.52264E-03
+3.36000E-03,-81.37689E-03,+674.63319E-03
+3.37000E-03,-21.07538E-03,+654.93470E-03
+3.38000E-03,-65.29648E-03,+418.55278E-03
+3.39000E-03,-85.39699E-03,+398.85429E-03
+3.40000E-03,-105.49749E-03,+142.77387E-03
+3.41000E-03,+3.04522E-03,+83.67839E-03
+3.42000E-03,-25.09548E-03,-133.00503E-03
+3.43000E-03,-41.17588E-03,-349.68846E-03
+3.44000E-03,-974.88E-06,-448.18092E-03
+3.45000E-03,+23.14573E-03,-526.97489E-03
+3.46000E-03,+11.08542E-03,-684.56284E-03
+3.47000E-03,+11.08542E-03,-822.45229E-03
+3.48000E-03,-17.05528E-03,-920.94476E-03
+3.49000E-03,+23.14573E-03,-881.54777E-03
+3.50000E-03,+59.32663E-03,-842.15079E-03
+3.51000E-03,-9.01508E-03,-940.64325E-03
+3.52000E-03,+47.26633E-03,-842.15079E-03
+3.53000E-03,+15.10553E-03,-783.05531E-03
+3.54000E-03,+71.38693E-03,-566.37188E-03
+3.55000E-03,+87.46733E-03,-467.87941E-03
+3.56000E-03,+51.28643E-03,-270.89448E-03
+3.57000E-03,-9.01508E-03,-251.19599E-03
+3.58000E-03,+87.46733E-03,+4.88442E-03
+3.59000E-03,+43.24623E-03,+142.77387E-03
+3.60000E-03,+47.26633E-03,+379.15579E-03
+3.61000E-03,-13.03518E-03,+457.94976E-03
+3.62000E-03,-25.09548E-03,+536.74374E-03
+3.63000E-03,+59.32663E-03,+792.82415E-03
+3.64000E-03,+35.20603E-03,+792.82415E-03
+3.65000E-03,-29.11558E-03,+792.82415E-03
+3.66000E-03,-89.41709E-03,+773.12566E-03
+3.67000E-03,-77.35679E-03,+832.22114E-03
+3.68000E-03,-73.33669E-03,+753.42716E-03
+3.69000E-03,-29.11558E-03,+832.22114E-03
+3.70000E-03,-113.53769E-03,+595.83922E-03
+3.71000E-03,-33.13568E-03,+615.53771E-03
+3.72000E-03,-25.09548E-03,+457.94977E-03
+3.73000E-03,-37.15578E-03,+300.36182E-03
+3.74000E-03,-25.09548E-03,+83.67839E-03
+3.75000E-03,-4.99498E-03,+4.88442E-03
+3.76000E-03,-974.88E-06,-192.10051E-03
+3.77000E-03,-49.21608E-03,-408.78394E-03
+3.78000E-03,-77.35679E-03,-664.86435E-03
+3.79000E-03,+11.08542E-03,-664.86435E-03
+3.80000E-03,-33.13568E-03,-842.15078E-03
+3.81000E-03,-9.01508E-03,-802.75380E-03
+3.82000E-03,-974.88E-06,-920.94476E-03
+3.83000E-03,+59.32663E-03,-842.15079E-03
+3.84000E-03,-21.07538E-03,-940.64325E-03
+3.85000E-03,+3.04522E-03,-901.24626E-03
+3.86000E-03,+67.36683E-03,-704.26133E-03
+3.87000E-03,+95.50753E-03,-586.07037E-03
+3.88000E-03,+75.40703E-03,-448.18092E-03
+3.89000E-03,+63.34673E-03,-389.08544E-03
+3.90000E-03,+55.30653E-03,-152.70352E-03
+3.91000E-03,+91.48743E-03,+24.58291E-03
+3.92000E-03,+3.04522E-03,+63.97990E-03
+3.93000E-03,+63.34673E-03,+339.75881E-03
+3.94000E-03,+31.18593E-03,+517.04524E-03
+3.95000E-03,-29.11558E-03,+477.64826E-03
+3.96000E-03,-17.05528E-03,+635.23620E-03
+3.97000E-03,-974.88E-06,+851.91963E-03
+3.98000E-03,+39.22613E-03,+930.71360E-03
+3.99000E-03,-25.09548E-03,+832.22114E-03
+4.00000E-03,-73.33669E-03,+792.82415E-03
+4.01000E-03,-97.45729E-03,+832.22114E-03
+4.02000E-03,-89.41709E-03,+733.72867E-03
+4.03000E-03,-45.19598E-03,+733.72867E-03
+4.04000E-03,-49.21608E-03,+635.23620E-03
+4.05000E-03,-49.21608E-03,+517.04524E-03
+4.06000E-03,-85.39699E-03,+280.66333E-03
+4.07000E-03,-41.17588E-03,+162.47237E-03
+4.08000E-03,-37.15578E-03,-14.81407E-03
+4.09000E-03,-57.25628E-03,-172.40202E-03
+4.10000E-03,-41.17588E-03,-428.48243E-03
+4.11000E-03,-45.19598E-03,-546.67339E-03
+4.12000E-03,+7.06532E-03,-566.37188E-03
+4.13000E-03,+7.06532E-03,-704.26133E-03
+4.14000E-03,+51.28643E-03,-802.75380E-03
+4.15000E-03,+11.08542E-03,-920.94476E-03
+4.16000E-03,+43.24623E-03,-881.54777E-03
+4.17000E-03,+15.10553E-03,-920.94476E-03
+4.18000E-03,+79.42713E-03,-763.35681E-03
+4.19000E-03,+47.26633E-03,-842.15078E-03
+4.20000E-03,+27.16583E-03,-684.56284E-03
+4.21000E-03,+91.48743E-03,-487.57791E-03
+4.22000E-03,+35.20603E-03,-487.57791E-03
+4.23000E-03,+23.14573E-03,-251.19599E-03
+4.24000E-03,+51.28643E-03,-152.70352E-03
+4.25000E-03,+71.38693E-03,+103.37689E-03
+4.26000E-03,-974.88E-06,+142.77387E-03
+4.27000E-03,+47.26633E-03,+438.25127E-03
+4.28000E-03,+63.34673E-03,+595.83922E-03
+4.29000E-03,-21.07538E-03,+654.93470E-03
+4.30000E-03,+11.08542E-03,+832.22114E-03
+4.31000E-03,-21.07538E-03,+851.91963E-03
+4.32000E-03,-9.01508E-03,+851.91963E-03
+4.33000E-03,-9.01508E-03,+871.61812E-03
+4.34000E-03,-73.33669E-03,+851.91963E-03
+4.35000E-03,-65.29648E-03,+773.12566E-03
+4.36000E-03,-45.19598E-03,+694.33168E-03
+4.37000E-03,-73.33669E-03,+635.23620E-03
+4.38000E-03,-25.09548E-03,+576.14072E-03
+4.39000E-03,-25.09548E-03,+398.85429E-03
+4.40000E-03,-93.43719E-03,+142.77387E-03
+4.41000E-03,-25.09548E-03,-14.81407E-03
+4.42000E-03,-25.09548E-03,-172.40202E-03
+4.43000E-03,-17.05528E-03,-310.29147E-03
+4.44000E-03,-89.41709E-03,-526.97489E-03
+4.45000E-03,-73.33669E-03,-704.26133E-03
+4.46000E-03,-37.15578E-03,-723.95983E-03
+4.47000E-03,+39.22613E-03,-763.35681E-03
+4.48000E-03,-9.01508E-03,-842.15079E-03
+4.49000E-03,-4.99498E-03,-901.24626E-03
+4.50000E-03,+51.28643E-03,-881.54777E-03
+4.51000E-03,+19.12563E-03,-940.64325E-03
+4.52000E-03,+55.30653E-03,-822.45229E-03
+4.53000E-03,+7.06532E-03,-763.35681E-03
+4.54000E-03,+87.46733E-03,-625.46736E-03
+4.55000E-03,+115.60804E-03,-428.48243E-03
+4.56000E-03,+15.10553E-03,-408.78393E-03
+4.57000E-03,-17.05528E-03,-270.89448E-03
+4.58000E-03,+39.22613E-03,-73.90955E-03
+4.59000E-03,+15.10553E-03,+201.86935E-03
+4.60000E-03,+27.16583E-03,+379.15579E-03
+4.61000E-03,+27.16583E-03,+556.44223E-03
+4.62000E-03,+59.32663E-03,+635.23620E-03
+4.63000E-03,-29.11558E-03,+635.23620E-03
+4.64000E-03,-4.99498E-03,+832.22114E-03
+4.65000E-03,-29.11558E-03,+812.52264E-03
+4.66000E-03,+15.10553E-03,+930.71360E-03
+4.67000E-03,-69.31658E-03,+812.52264E-03
+4.68000E-03,+7.06532E-03,+930.71360E-03
+4.69000E-03,-45.19598E-03,+753.42716E-03
+4.70000E-03,-37.15578E-03,+674.63319E-03
+4.71000E-03,-37.15578E-03,+576.14072E-03
+4.72000E-03,-73.33669E-03,+398.85429E-03
+4.73000E-03,-45.19598E-03,+280.66333E-03
+4.74000E-03,+7.06532E-03,+201.86935E-03
+4.75000E-03,-73.33669E-03,-152.70352E-03
+4.76000E-03,-69.31658E-03,-329.98996E-03
+4.77000E-03,+3.04522E-03,-389.08544E-03
+4.78000E-03,-13.03518E-03,-507.27640E-03
+4.79000E-03,+11.08542E-03,-664.86435E-03
+4.80000E-03,+3.04522E-03,-802.75380E-03
+4.81000E-03,-974.88E-06,-822.45229E-03
+4.82000E-03,+3.04522E-03,-881.54777E-03
+4.83000E-03,-33.13568E-03,-1.01943722E+00
+4.84000E-03,+71.38693E-03,-822.45229E-03
+4.85000E-03,+7.06532E-03,-842.15079E-03
+4.86000E-03,+23.14573E-03,-842.15078E-03
+4.87000E-03,+107.56784E-03,-605.76887E-03
+4.88000E-03,+35.20603E-03,-507.27640E-03
+4.89000E-03,+59.32663E-03,-329.98996E-03
+4.90000E-03,-25.09548E-03,-310.29147E-03
+4.91000E-03,+91.48743E-03,+4.88442E-03
+4.92000E-03,+59.32663E-03,+103.37689E-03
+4.93000E-03,+15.10553E-03,+201.86935E-03
+4.94000E-03,+51.28643E-03,+477.64826E-03
+4.95000E-03,+55.30653E-03,+576.14072E-03
+4.96000E-03,-61.27638E-03,+635.23620E-03
+4.97000E-03,-974.88E-06,+812.52264E-03
+4.98000E-03,-17.05528E-03,+871.61812E-03
+4.99000E-03,+35.20603E-03,+950.41209E-03
+5.00000E-03,+31.18593E-03,+950.41209E-03
+5.01000E-03,-9.01508E-03,+950.41209E-03
+5.02000E-03,-25.09548E-03,+871.61812E-03
+5.03000E-03,-17.05528E-03,+714.03018E-03
+5.04000E-03,-109.51759E-03,+517.04524E-03
+5.05000E-03,-974.88E-06,+497.34675E-03
+5.06000E-03,-13.03518E-03,+320.06031E-03
+5.07000E-03,-49.21608E-03,+83.67839E-03
+5.08000E-03,-117.55779E-03,-133.00503E-03
+5.09000E-03,-77.35679E-03,-192.10051E-03
+5.10000E-03,-53.23618E-03,-329.98996E-03
+5.11000E-03,-9.01508E-03,-526.97489E-03
+5.12000E-03,-61.27638E-03,-723.95983E-03
+5.13000E-03,-17.05528E-03,-783.05531E-03
+5.14000E-03,+23.14573E-03,-802.75380E-03
+5.15000E-03,+63.34673E-03,-822.45229E-03
+5.16000E-03,-4.99498E-03,-980.04024E-03
+5.17000E-03,-974.88E-06,-920.94476E-03
+5.18000E-03,-4.99498E-03,-861.84928E-03
+5.19000E-03,+55.30653E-03,-763.35681E-03
+5.20000E-03,+31.18593E-03,-664.86435E-03
+5.21000E-03,+3.04522E-03,-605.76887E-03
+5.22000E-03,+51.28643E-03,-389.08544E-03
+5.23000E-03,+103.54774E-03,-211.79900E-03
+5.24000E-03,-17.05528E-03,-152.70352E-03
+5.25000E-03,+15.10553E-03,-14.81407E-03
+5.26000E-03,+27.16583E-03,+201.86935E-03
+5.27000E-03,+11.08542E-03,+339.75881E-03
+5.28000E-03,-33.13568E-03,+477.64826E-03
+5.29000E-03,-21.07538E-03,+576.14072E-03
+5.30000E-03,+51.28643E-03,+812.52264E-03
+5.31000E-03,-45.19598E-03,+773.12566E-03
+5.32000E-03,+19.12563E-03,+911.01511E-03
+5.33000E-03,-77.35679E-03,+871.61812E-03
+5.34000E-03,-21.07538E-03,+911.01511E-03
+5.35000E-03,-974.88E-06,+832.22114E-03
+5.36000E-03,-81.37689E-03,+635.23620E-03
+5.37000E-03,-69.31658E-03,+635.23620E-03
+5.38000E-03,-974.88E-06,+517.04524E-03
+5.39000E-03,-37.15578E-03,+379.15579E-03
+5.40000E-03,-65.29648E-03,+103.37689E-03
+5.41000E-03,-53.23618E-03,+63.97990E-03
+5.42000E-03,-4.99498E-03,-93.60804E-03
+5.43000E-03,-41.17588E-03,-270.89448E-03
+5.44000E-03,-33.13568E-03,-526.97489E-03
+5.45000E-03,-13.03518E-03,-546.67339E-03
+5.46000E-03,-9.01508E-03,-684.56284E-03
+5.47000E-03,-4.99498E-03,-861.84928E-03
+5.48000E-03,-4.99498E-03,-822.45229E-03
+5.49000E-03,+51.28643E-03,-881.54777E-03
+5.50000E-03,+23.14573E-03,-980.04024E-03
+5.51000E-03,+27.16583E-03,-920.94476E-03
+5.52000E-03,+23.14573E-03,-802.75380E-03
+5.53000E-03,+115.60804E-03,-645.16585E-03
+5.54000E-03,+55.30653E-03,-526.97489E-03
+5.55000E-03,+19.12563E-03,-467.87941E-03
+5.56000E-03,+79.42713E-03,-349.68846E-03
